,city,mar_status,age,xaccount_age,cred_limit,this_bill_rate,this_bill_mp,last_mp_days,six_bill_num,six_bill_avg_amt,six_cycle_mp_num,six_cycle_mp_avg_amt,six_bill_avg_debt_rate,six_bill_low_repay_num,epp_nbr_12m,alop_nbr_12m,epp_avg_amt_12m,alop_avg_amt_12m,consume_num_session12,consume_num_session6,consume_num_session3,consume_num_session,consume_amt_session12,consume_amt_session6,consume_amt_session3,consume_amt_session,month_avg_use_year,month_avg_use_month6,month_avg_use_month3,y
644,94.0,0.0,29.0,2.0,15000.0,0.07874600000000001,507.42,13.0,2.0,7951.96,1.0,13948.47,1.3631931430000002,0.0,1.0,0.0,1162.37,0.0,6.0,6.0,6.0,1.0,15282.6,15282.6,15282.6,600.0,0.50942,0.50942,0.50942,0.0
1680,135.0,0.0,46.0,15.0,23500.0,0.08156042599999999,0.0,9999.0,1.0,2006.37,0.0,0.0,0.3009555,0.0,2.0,0.0,958.33,0.0,2.0,2.0,2.0,2.0,11500.0,11500.0,11500.0,11500.0,0.489361702,0.489361702,0.489361702,0.0
57,1.0,2.0,36.0,58.0,66500.0,0.17939849600000002,6328.41,9999.0,6.0,10022.33,0.0,0.0,1.5418969230000001,0.0,0.0,0.0,0.0,0.0,168.0,66.0,25.0,10.0,357595.23,155851.61,40240.0,11930.0,0.465618789,0.390605539,0.20170426100000002,0.0
8012,6.0,1.0,50.0,15.0,29000.0,0.763852069,14844.86,9999.0,6.0,14460.47,0.0,0.0,1.5775058180000001,0.0,7.0,5.0,894.33,5833.33,86.0,33.0,19.0,8.0,226871.9,118019.6,66269.5,20266.0,0.75247728,0.678273563,0.7617183909999999,1.0
5643,72.0,2.0,28.0,15.0,15000.0,0.039613333,13796.94,9999.0,6.0,12596.89,0.0,0.0,0.987991373,5.0,0.0,0.0,0.0,0.0,116.0,76.0,73.0,13.0,23420.53,5538.17,2758.57,601.2,0.130114056,0.061535222,0.06130155599999999,0.0
9302,131.0,0.0,40.0,8.0,70000.0,0.29917842899999997,19895.37,9999.0,6.0,8031.94,0.0,0.0,1.3769040000000001,0.0,0.0,0.0,0.0,0.0,78.0,74.0,47.0,8.0,66897.55,57574.55,34484.14,20934.49,0.18080418899999998,0.17992046899999997,0.20284788199999998,1.0
3003,72.0,0.0,35.0,3.0,20000.0,0.9804,18627.6,9999.0,3.0,6905.33,0.0,0.0,0.690533,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,2.0,20650.0,20650.0,20650.0,19600.0,0.34416666700000004,0.34416666700000004,0.34416666700000004,0.0
9217,102.0,0.0,25.0,3.0,20000.0,0.6890115,13091.22,9999.0,2.0,9129.52,0.0,0.0,1.190806957,0.0,1.0,0.0,337.45,0.0,17.0,17.0,17.0,14.0,18259.03,18259.03,18259.03,13780.23,0.45647575,0.45647575,0.45647575,1.0
6154,52.0,2.0,29.0,19.0,6500.0,0.032,5325.99,9999.0,6.0,4272.14,0.0,0.0,2.848093333,5.0,0.0,0.0,0.0,0.0,16.0,4.0,3.0,1.0,14700.1,2700.0,1700.0,200.0,0.224429008,0.07200000000000001,0.08717948699999999,0.0
1936,59.0,1.0,25.0,7.0,8000.0,1.875125,7476.5,9999.0,6.0,5508.12,0.0,0.0,2.203248,2.0,0.0,0.0,0.0,0.0,14.0,14.0,7.0,3.0,23505.21,23505.21,16835.0,14973.0,0.489691875,0.489691875,0.7014583329999999,0.0
9201,68.0,2.0,28.0,7.0,50000.0,0.1059776,1899.09,59.0,5.0,8469.04,3.0,9452.183332999999,1.0162848,1.0,8.0,0.0,3298.88,0.0,18.0,18.0,6.0,1.0,44229.0,44229.0,21099.0,2000.0,0.18052653100000002,0.18052653100000002,0.14065999999999998,1.0
1934,30.0,2.0,23.0,16.0,2000.0,0.636035,1208.47,9999.0,6.0,1103.39,0.0,0.0,0.662034,3.0,0.0,0.0,0.0,0.0,40.0,38.0,29.0,18.0,3590.18,3574.18,2682.94,1300.01,0.149590833,0.297848333,0.447156667,0.0
4357,10.0,2.0,28.0,26.0,14500.0,0.429834483,5920.97,702.0,6.0,4780.03,0.0,0.0,3.186686667,0.0,0.0,0.0,0.0,0.0,176.0,76.0,37.0,8.0,72336.26,37888.66,11504.27,6232.6,0.415725632,0.435501839,0.264465977,0.0
2264,66.0,2.0,29.0,21.0,100000.0,0.02851,1232.15,119.0,6.0,3028.84,1.0,6050.82,0.0908652,1.0,3.0,0.0,1297.8,0.0,44.0,19.0,10.0,5.0,28551.4,15101.8,4832.8,2839.0,0.023792833,0.025169667000000003,0.016109333,0.0
5477,46.0,0.0,35.0,10.0,6000.0,0.716666667,4082.37,9999.0,6.0,1682.16,0.0,0.0,0.593703529,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,1.0,17360.0,12694.0,7950.0,4300.0,0.36166666700000005,0.35261111100000003,0.441666667,0.0
7161,46.0,2.0,24.0,11.0,25000.0,0.8403200000000001,19957.6,9999.0,6.0,6813.36,0.0,0.0,1.0220040000000001,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3.0,1.0,41112.06,41112.06,24035.87,21000.0,0.316246615,0.316246615,0.35874432799999995,0.0
1706,73.0,0.0,33.0,22.0,12000.0,0.058889167,671.34,9999.0,6.0,561.22,0.0,0.0,0.11224400000000001,0.0,0.0,0.0,0.0,0.0,42.0,30.0,7.0,3.0,4309.53,3928.53,1616.67,706.67,0.044890938,0.054562917,0.044907499999999996,0.0
7745,1.0,0.0,32.0,10.0,60000.0,0.010053333000000001,590.47,9999.0,6.0,439.84,0.0,0.0,0.04932785,0.0,0.0,0.0,0.0,0.0,66.0,65.0,17.0,9.0,40534.55,3521.55,811.55,595.2,0.08188798,0.011359838999999998,0.005072188,0.0
8368,102.0,2.0,26.0,5.0,4500.0,0.36011111100000004,862.6,44.0,4.0,2778.17,1.0,4275.0,0.3333804,2.0,1.0,0.0,356.25,0.0,4.0,4.0,2.0,1.0,9595.0,9595.0,5400.0,900.0,0.533055556,0.533055556,0.4,1.0
3036,16.0,0.0,33.0,19.0,90000.0,0.136043556,11812.6,9999.0,6.0,17329.42,0.0,0.0,0.83181216,0.0,0.0,0.0,0.0,0.0,926.0,482.0,262.0,86.0,399944.96,174350.51,72745.88,15146.32,0.41660933299999997,0.322871315,0.269429185,0.0
1976,94.0,0.0,34.0,19.0,36000.0,0.000777778,26.1,16.0,6.0,19010.58,1.0,19882.36,1.9010580000000001,2.0,1.0,2.0,1656.86,13583.33,10.0,6.0,2.0,0.0,158056.0,80996.0,31859.0,0.0,0.449022727,0.41324489799999997,0.294990741,0.0
4536,11.0,0.0,38.0,11.0,4500.0,0.8804888890000001,3764.09,9999.0,6.0,3635.55,0.0,0.0,0.41549142899999997,0.0,0.0,0.0,0.0,0.0,34.0,22.0,11.0,6.0,40964.5,26106.1,12854.2,3954.2,0.8275656570000001,0.966892593,0.9521629629999999,0.0
7823,83.0,2.0,35.0,4.0,4500.0,0.8906666670000001,3714.13,9999.0,4.0,2704.81,0.0,0.0,0.499349538,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,8000.0,8000.0,7000.0,4000.0,0.444444444,0.444444444,0.518518519,0.0
2498,17.0,0.0,33.0,23.0,39000.0,0.532582564,15097.82,24.0,6.0,16067.94,4.0,8599.42,0.9640764000000001,0.0,4.0,5.0,2866.47,10750.0,118.0,118.0,55.0,18.0,52719.86,52719.86,22876.29,6680.44,0.23641192800000002,0.23641192800000002,0.195523846,0.0
4715,51.0,2.0,27.0,14.0,10000.0,0.493559,3919.95,9999.0,6.0,10734.84,0.0,0.0,1.2881808000000001,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1570.0,0.0,0.0,0.0,0.013083333,0.0,0.0,0.0
1288,18.0,2.0,26.0,8.0,45000.0,0.20705199999999999,6079.24,147.0,6.0,10230.51,1.0,35008.0,2.4553224,1.0,1.0,0.0,2917.33,0.0,68.0,63.0,50.0,15.0,72802.28,60660.28,13214.03,6380.0,0.23111834899999997,0.224667704,0.097881704,0.0
94,139.0,2.0,25.0,11.0,12500.0,0.5168488,6137.58,9999.0,6.0,2288.78,0.0,0.0,0.230801345,0.0,0.0,0.0,0.0,0.0,165.0,95.0,43.0,22.0,24899.29,16242.92,9960.76,6494.43,0.275130276,0.282485565,0.326582295,0.0
7066,94.0,0.0,35.0,12.0,30000.0,1.394333333,39734.22,9999.0,6.0,27623.71,0.0,0.0,4.1435565,0.0,0.0,0.0,0.0,0.0,38.0,25.0,13.0,7.0,280415.5,193520.5,101345.0,41822.0,0.8497439390000001,1.075113889,1.1260555559999998,0.0
157,103.0,0.0,35.0,56.0,59000.0,0.349152542,19000.0,9999.0,5.0,4852.47,0.0,0.0,0.3881976,1.0,0.0,1.0,0.0,1666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8855,40.0,2.0,39.0,23.0,87500.0,0.165984343,9822.19,46.0,6.0,12835.33,4.0,5822.135,1.426147778,0.0,9.0,0.0,5874.41,0.0,49.0,28.0,16.0,9.0,82196.13,34902.0,18712.0,10340.0,0.097043837,0.070366935,0.07128381,1.0
4718,130.0,0.0,38.0,9.0,2000.0,1.0025,1891.45,9999.0,6.0,1661.21,0.0,0.0,0.20341346899999999,0.0,0.0,0.0,0.0,0.0,15.0,12.0,5.0,1.0,17849.97,11947.97,5970.0,1997.0,0.991665,0.995664167,0.995,0.0
1075,80.0,0.0,43.0,9.0,6000.0,1.743613333,9392.56,9999.0,6.0,3267.83,0.0,0.0,0.1960698,0.0,0.0,0.0,0.0,0.0,75.0,65.0,58.0,29.0,32079.11,24782.79,15709.53,10461.68,0.668314792,0.6884108329999999,0.8727516670000001,0.0
742,0.0,2.0,23.0,3.0,45000.0,0.515511111,22038.1,9999.0,3.0,11562.12,0.0,0.0,1.982077714,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,3.0,34670.36,34670.36,34670.36,23190.0,0.256817481,0.256817481,0.256817481,0.0
9111,113.0,2.0,24.0,2.0,2000.0,1.0,1800.0,9999.0,1.0,2000.0,0.0,0.0,0.393442623,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2000.0,2000.0,2000.0,2000.0,1.0,1.0,1.0,1.0
6370,120.0,0.0,28.0,26.0,42500.0,0.020303059,819.74,9999.0,6.0,10016.74,0.0,0.0,1.6026784,0.0,0.0,0.0,0.0,0.0,114.0,101.0,54.0,20.0,107904.83,70117.2,26484.42,862.88,0.36270531100000003,0.27496941199999997,0.20772094100000002,0.0
5261,18.0,2.0,24.0,22.0,10500.0,0.342857143,3420.0,9999.0,6.0,2381.33,0.0,0.0,0.921805161,0.0,0.0,0.0,0.0,0.0,18.0,6.0,3.0,1.0,36016.3,19307.0,7980.0,3600.0,0.30783162399999997,0.306460317,0.253333333,0.0
3568,112.0,2.0,26.0,21.0,6500.0,0.295096923,1653.77,163.0,6.0,1498.68,0.0,0.0,0.438638049,5.0,2.0,4.0,342.41,1333.33,18.0,3.0,2.0,1.0,6958.15,1944.8,1788.8,789.0,0.103852985,0.049866667,0.09173333300000001,0.0
2777,88.0,2.0,26.0,18.0,8000.0,0.97775,7239.58,9999.0,6.0,6670.52,0.0,0.0,0.5336416,0.0,0.0,0.0,0.0,0.0,51.0,24.0,10.0,2.0,95621.03,47782.0,23822.0,7822.0,0.996052396,0.995458333,0.992583333,0.0
173,54.0,0.0,47.0,18.0,3000.0,0.079966667,227.9,9999.0,6.0,3695.52,0.0,0.0,0.47684129,1.0,0.0,0.0,0.0,0.0,38.0,28.0,19.0,5.0,79127.58,19729.48,4331.65,231.9,0.732662778,1.096082222,0.481294444,0.0
8088,112.0,2.0,45.0,77.0,200000.0,0.27270935,27083.0,20.0,6.0,54565.84,3.0,41797.0,2.381054836,1.0,28.0,0.0,27252.17,0.0,337.0,127.0,34.0,13.0,761973.98,284219.05,111753.76,28482.76,0.317489158,0.236849208,0.186256267,1.0
2419,120.0,0.0,28.0,5.0,2000.0,1.0,1900.0,9999.0,5.0,800.0,0.0,0.0,0.12972973,0.0,0.0,0.0,0.0,0.0,14.0,14.0,7.0,1.0,9285.0,9285.0,8150.0,2000.0,0.9285,0.9285,1.358333333,0.0
1754,129.0,2.0,27.0,12.0,8000.0,0.26875,2042.5,9999.0,6.0,5252.97,0.0,0.0,0.508351935,2.0,0.0,0.0,0.0,0.0,52.0,6.0,4.0,1.0,24157.75,7702.0,7660.0,2150.0,0.25164322899999997,0.160458333,0.319166667,0.0
2184,1.0,2.0,34.0,23.0,84000.0,0.132616429,10343.12,9999.0,6.0,3974.81,0.0,0.0,0.13627920000000002,0.0,0.0,0.0,0.0,0.0,180.0,78.0,60.0,17.0,80802.68,37362.48,25945.27,12904.78,0.080161389,0.074131905,0.102957421,0.0
3427,20.0,0.0,23.0,7.0,5000.0,1.0098,4747.13,9999.0,6.0,4096.71,0.0,0.0,1.229013,0.0,0.0,0.0,0.0,0.0,11.0,10.0,7.0,2.0,34675.0,29676.0,14921.0,5049.0,0.9907142859999999,0.9892,0.994733333,0.0
3235,62.0,0.0,23.0,4.0,2000.0,0.47200000000000003,1894.1,9999.0,4.0,1991.97,0.0,0.0,0.1195182,0.0,0.0,0.0,0.0,0.0,13.0,13.0,8.0,2.0,6354.0,6354.0,4354.0,944.0,0.79425,0.79425,0.725666667,0.0
9632,52.0,0.0,30.0,7.0,20000.0,0.3069775,2120.3,30.0,6.0,3000.28,3.0,2237.5433329999996,0.24002240000000002,2.0,8.0,0.0,2217.55,0.0,15.0,9.0,3.0,1.0,49387.0,35444.0,13989.0,3894.0,0.35276428600000004,0.29536666699999997,0.23315,1.0
2367,71.0,0.0,26.0,22.0,14500.0,0.282758621,3892.93,9999.0,6.0,3275.34,0.0,0.0,0.39304079999999997,0.0,0.0,0.0,0.0,0.0,39.0,28.0,16.0,2.0,206949.47,36129.47,11963.97,4100.0,0.792909847,0.415281264,0.275033793,0.0
5694,89.0,0.0,44.0,11.0,27500.0,0.677774545,17706.86,9999.0,6.0,6212.8,0.0,0.0,0.745536,0.0,0.0,0.0,0.0,0.0,55.0,38.0,19.0,13.0,50256.85,43496.59,18962.3,18630.8,0.21317857899999998,0.300494577,0.250327393,0.0
2382,11.0,0.0,35.0,12.0,46000.0,0.760826087,33248.1,9999.0,6.0,14686.95,0.0,0.0,0.9901314609999999,0.0,3.0,0.0,5013.17,0.0,20.0,16.0,9.0,6.0,128394.8,85408.0,82728.0,34990.0,0.35468176799999995,0.39177981700000003,0.7010847459999999,0.0
211,131.0,0.0,32.0,15.0,40000.0,0.4173615,13297.56,205.0,6.0,8392.37,0.0,0.0,0.6897838359999999,1.0,1.0,1.0,3333.07,2083.33,11.0,5.0,3.0,1.0,217716.88,43600.0,33300.0,14000.0,0.473297565,0.181666667,0.2775,0.0
8864,28.0,0.0,44.0,6.0,10000.0,0.9895799999999999,9398.25,9999.0,5.0,9197.0,0.0,0.0,2.20728,0.0,0.0,0.0,0.0,0.0,12.0,12.0,8.0,2.0,46038.9,46038.9,28390.9,9887.8,0.9207780000000001,0.9207780000000001,0.946363333,1.0
4724,1.0,0.0,48.0,63.0,23000.0,0.105242609,2299.55,9999.0,6.0,1044.79,0.0,0.0,0.136276957,0.0,0.0,0.0,0.0,0.0,92.0,29.0,13.0,8.0,21754.91,7313.56,3342.76,2420.58,0.070632825,0.052996812000000004,0.048445797,0.0
3246,32.0,2.0,40.0,61.0,5000.0,0.9992,4693.1,9999.0,6.0,4226.52,0.0,0.0,1.1270719999999999,0.0,0.0,0.0,0.0,0.0,15.0,6.0,3.0,1.0,60138.0,30025.0,15013.0,4996.0,1.0023,1.0008333329999999,1.000866667,0.0
4506,139.0,0.0,30.0,15.0,52000.0,0.644593462,31839.39,9999.0,6.0,17387.48,0.0,0.0,1.6963395119999998,0.0,0.0,0.0,0.0,0.0,32.0,29.0,21.0,12.0,137844.68,113912.68,61351.74,33510.86,0.311865792,0.434781221,0.451115735,0.0
2394,74.0,2.0,31.0,4.0,30000.0,0.15103333300000002,9673.85,9999.0,2.0,8354.33,0.0,0.0,1.4321708569999998,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,10875.0,10875.0,10875.0,4523.0,0.2175,0.2175,0.2175,0.0
1482,135.0,2.0,23.0,7.0,26000.0,0.905692308,22370.12,9999.0,6.0,10680.72,0.0,0.0,1.602108,0.0,0.0,0.0,0.0,0.0,18.0,18.0,10.0,4.0,64098.01,64098.01,42442.5,23548.0,0.445125069,0.445125069,0.544134615,0.0
4979,37.0,2.0,31.0,7.0,3000.0,1.013333333,2848.1,9999.0,6.0,1352.46,0.0,0.0,0.172654468,0.0,0.0,0.0,0.0,0.0,28.0,15.0,12.0,2.0,18240.63,15519.0,11919.0,3040.0,0.868601429,0.862166667,1.324333333,0.0
3113,21.0,2.0,30.0,36.0,2500.0,0.558068,1134.86,9999.0,6.0,510.03,0.0,0.0,0.102006,0.0,0.0,0.0,0.0,0.0,49.0,41.0,37.0,13.0,1295.42,1263.42,955.97,200.58,0.06477100000000001,0.084228,0.127462667,0.0
6871,121.0,0.0,39.0,12.0,50000.0,0.9937799999999999,46965.15,9999.0,6.0,42579.29,0.0,0.0,4.257929,0.0,0.0,0.0,0.0,0.0,62.0,28.0,13.0,3.0,605027.0,300320.0,149852.0,49689.0,1.008378333,1.0010666670000001,0.999013333,0.0
6981,52.0,0.0,45.0,15.0,50000.0,0.9840000000000001,46739.32,9999.0,6.0,25537.44,0.0,0.0,2.785902545,1.0,0.0,0.0,0.0,0.0,23.0,10.0,3.0,2.0,307567.4,149023.6,69200.0,49200.0,0.512612333,0.49674533299999996,0.46133333299999996,0.0
906,51.0,0.0,30.0,8.0,22500.0,0.077466222,131.1,49.0,3.0,5246.32,1.0,9500.0,1.2591168,1.0,1.0,2.0,791.67,1666.67,4.0,4.0,4.0,1.0,10287.0,10287.0,10287.0,138.0,0.1524,0.1524,0.1524,0.0
1084,114.0,0.0,24.0,3.0,2000.0,0.9690000000000001,1827.8,9999.0,3.0,1912.67,0.0,0.0,0.294256923,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,5774.0,5774.0,5774.0,1938.0,0.962333333,0.962333333,0.962333333,0.0
7619,66.0,0.0,41.0,14.0,8000.0,1.00225,7593.35,9999.0,6.0,5658.86,0.0,0.0,0.48504514299999996,0.0,0.0,0.0,0.0,0.0,10.0,6.0,3.0,1.0,71060.0,39703.0,23936.0,8010.0,0.740208333,0.827145833,0.9973333329999999,0.0
5205,84.0,0.0,36.0,74.0,72500.0,0.695191172,47500.0,865.0,6.0,34497.96,0.0,0.0,5.7496599999999995,1.0,0.0,0.0,0.0,0.0,11.0,8.0,4.0,1.0,287199.3,221149.3,115550.0,50000.0,0.330114138,0.508389195,0.531264368,0.0
8836,38.0,2.0,31.0,11.0,30000.0,0.127,3619.5,9999.0,6.0,937.01,0.0,0.0,0.0562206,0.0,0.0,0.0,0.0,0.0,20.0,12.0,8.0,2.0,9861.93,6559.04,4553.77,3810.0,0.035221179,0.036439111,0.050597444000000005,1.0
8857,46.0,0.0,38.0,18.0,8000.0,0.44380125,968.43,30.0,6.0,1993.9,4.0,1370.365,0.215556757,3.0,6.0,0.0,1076.19,0.0,15.0,13.0,6.0,2.0,14359.91,6943.11,3530.58,2225.0,0.149582396,0.144648125,0.1471075,1.0
8538,45.0,0.0,27.0,6.0,20000.0,0.4476645,7626.6,30.0,6.0,3685.13,3.0,3701.136667,0.27988329100000003,1.0,3.0,0.0,925.28,0.0,20.0,20.0,5.0,2.0,20064.68,20064.68,12048.6,8000.0,0.167205667,0.167205667,0.20081,1.0
6396,86.0,2.0,27.0,7.0,6000.0,1.0,5605.0,9999.0,5.0,4760.0,0.0,0.0,0.5712,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,11900.0,11900.0,11900.0,6000.0,0.9916666670000001,0.9916666670000001,0.9916666670000001,0.0
9156,133.0,0.0,49.0,10.0,10500.0,0.329624762,2451.95,60.0,6.0,2872.94,4.0,2640.175,0.43094099999999996,1.0,4.0,1.0,880.06,166.67,55.0,27.0,7.0,3.0,42749.01,17653.1,6053.0,2553.0,0.445302188,0.280207937,0.19215873,1.0
6639,68.0,0.0,46.0,29.0,22500.0,0.340866667,7286.02,405.0,6.0,4556.27,0.0,0.0,3.037513333,0.0,0.0,0.0,0.0,0.0,40.0,26.0,17.0,6.0,69741.4,36859.4,24056.9,7669.5,0.258301481,0.273032593,0.35639851899999997,0.0
4441,17.0,0.0,39.0,78.0,92500.0,0.130941514,10851.22,163.0,6.0,3077.78,0.0,0.0,0.335757818,0.0,1.0,0.0,500.0,0.0,115.0,59.0,45.0,17.0,42415.68,18007.77,14350.87,12112.09,0.038212324,0.032446432000000004,0.051714847,0.0
8364,36.0,0.0,32.0,12.0,50000.0,0.33117420000000003,11476.0,81.0,6.0,8876.96,1.0,10611.37,1.0652351999999998,5.0,2.0,1.0,3239.28,2083.33,45.0,18.0,3.0,1.0,159682.12,27554.82,16482.0,12072.0,0.266136867,0.0918494,0.10987999999999999,1.0
5825,1.0,2.0,24.0,16.0,2000.0,0.198185,1189.66,211.0,6.0,869.5,0.0,0.0,0.07400000000000001,3.0,1.0,0.0,95.71,0.0,72.0,30.0,16.0,7.0,2563.29,1295.87,772.76,319.81,0.10680375,0.107989167,0.128793333,0.0
913,1.0,2.0,33.0,69.0,47000.0,0.29976595699999997,13383.81,9999.0,6.0,15181.33,0.0,0.0,1.059162558,2.0,0.0,0.0,0.0,0.0,18.0,10.0,5.0,2.0,168781.0,90831.0,40235.0,14089.0,0.299257092,0.322095745,0.28535461,0.0
9115,120.0,0.0,39.0,5.0,2000.0,0.482175,687.8,55.0,4.0,748.83,1.0,1442.11,0.195346957,1.0,1.0,0.0,120.18,0.0,19.0,19.0,12.0,7.0,4195.82,4195.82,2290.82,716.0,0.5244774999999999,0.5244774999999999,0.38180333299999997,1.0
2142,54.0,0.0,31.0,12.0,9500.0,0.106105263,957.6,9999.0,6.0,683.39,0.0,0.0,0.17827565199999998,0.0,0.0,0.0,0.0,0.0,21.0,12.0,7.0,1.0,6179.0,4736.0,2836.0,1000.0,0.06179,0.083087719,0.099508772,0.0
7010,121.0,2.0,29.0,4.0,6500.0,0.154893846,956.47,9999.0,4.0,672.27,0.0,0.0,0.067227,0.0,0.0,0.0,0.0,0.0,30.0,30.0,21.0,10.0,3699.93,3699.93,3181.06,1534.81,0.18499649999999998,0.18499649999999998,0.205229677,0.0
7349,81.0,0.0,30.0,5.0,30000.0,0.9749106670000001,27784.95,9999.0,4.0,11893.31,0.0,0.0,1.189331,0.0,0.0,0.0,0.0,0.0,20.0,20.0,18.0,4.0,47574.24,47574.24,47548.73,29247.32,0.4757424,0.4757424,0.594359125,0.0
193,34.0,2.0,24.0,10.0,2000.0,0.99865,1897.43,9999.0,6.0,1235.85,0.0,0.0,0.148302,1.0,0.0,0.0,0.0,0.0,127.0,99.0,52.0,10.0,9994.07,7471.58,3994.17,1997.3,0.555226111,0.622631667,0.665695,0.0
792,84.0,0.0,26.0,24.0,9000.0,0.6697777779999999,0.0,446.0,6.0,3254.15,0.0,0.0,0.796934694,4.0,0.0,1.0,0.0,8083.33,19.0,12.0,10.0,4.0,21506.96,20074.5,17987.5,6020.0,0.282986316,0.436402174,0.666203704,0.0
6840,121.0,0.0,31.0,58.0,8000.0,1.0,7594.99,865.0,6.0,6852.74,0.0,0.0,0.8223288000000001,0.0,0.0,0.0,0.0,0.0,43.0,22.0,10.0,4.0,98709.0,50850.0,24000.0,8000.0,1.02821875,1.059375,1.0,0.0
6346,75.0,0.0,35.0,2.0,10000.0,0.17241800000000002,0.0,9999.0,2.0,4177.29,0.0,0.0,0.5012747999999999,0.0,0.0,1.0,0.0,416.67,3.0,3.0,3.0,0.0,4999.01,4999.01,4999.01,0.0,0.24995050000000002,0.24995050000000002,0.24995050000000002,0.0
6053,16.0,0.0,43.0,18.0,100000.0,0.041649,3955.84,9999.0,6.0,5125.43,0.0,0.0,0.08200688,0.0,0.0,0.0,0.0,0.0,839.0,480.0,239.0,81.0,103182.08,36637.78,14818.38,4158.9,0.085985067,0.061062967,0.0493946,0.0
5606,17.0,0.0,33.0,63.0,57000.0,0.120077895,7460.87,77.0,6.0,9909.41,1.0,13910.18,2.765416744,5.0,1.0,0.0,1159.18,0.0,126.0,103.0,56.0,20.0,22618.41,16038.47,7484.26,2743.25,0.033067851,0.046896111,0.043767602,0.0
45,84.0,0.0,34.0,86.0,12000.0,0.291666667,0.0,9999.0,6.0,23173.71,0.0,0.0,4.713296949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9767,57.0,0.0,28.0,10.0,60000.0,0.000133333,25203.62,9999.0,5.0,23643.08,0.0,0.0,1.4185848,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,60700.0,60700.0,35700.0,0.0,0.216785714,0.216785714,0.198333333,1.0
3906,73.0,0.0,36.0,23.0,2000.0,0.28333,538.33,9999.0,6.0,1040.19,0.0,0.0,0.062411400000000006,0.0,0.0,0.0,0.0,0.0,41.0,41.0,23.0,7.0,8241.16,8241.16,4015.66,566.66,0.6867633329999999,0.6867633329999999,0.669276667,0.0
87,78.0,0.0,32.0,4.0,20000.0,1.0573135,16763.16,9999.0,4.0,16610.58,0.0,0.0,2.214744,0.0,0.0,3.0,0.0,1583.33,30.0,30.0,26.0,2.0,55347.63,55347.63,38019.9,20925.0,0.691845375,0.691845375,0.6336649999999999,0.0
1744,54.0,2.0,28.0,22.0,12500.0,0.6574399999999999,7600.0,9999.0,6.0,7515.26,0.0,0.0,1.6104128569999998,2.0,1.0,1.0,1000.0,2083.33,19.0,12.0,7.0,2.0,93123.2,55243.5,20698.0,8198.0,0.620821333,0.73658,0.5519466670000001,0.0
2203,34.0,2.0,31.0,71.0,28000.0,0.034070357,994.72,9999.0,6.0,1727.62,0.0,0.0,0.32392875,0.0,0.0,0.0,0.0,0.0,231.0,146.0,75.0,26.0,27705.17,12663.14,4940.81,1086.97,0.083073973,0.075375833,0.058819167,0.0
4586,16.0,0.0,33.0,11.0,102000.0,0.6138599020000001,59113.38,9999.0,6.0,36906.84,0.0,0.0,0.44288208,0.0,0.0,0.0,0.0,0.0,1371.0,941.0,455.0,118.0,336603.64,268369.73,176404.38,63010.27,0.412504461,0.43851263100000004,0.576484902,0.0
2527,37.0,0.0,43.0,7.0,50000.0,0.2423404,7875.5,90.0,6.0,10086.39,1.0,8490.0,1.4582732530000002,0.0,3.0,4.0,2362.67,3666.67,23.0,23.0,11.0,2.0,61837.94,61837.94,26020.9,8270.0,0.20612646699999998,0.20612646699999998,0.173472667,0.0
2464,85.0,2.0,31.0,58.0,95000.0,0.551435158,49700.15,869.0,6.0,40428.58,0.0,0.0,3.88114368,0.0,0.0,0.0,0.0,0.0,99.0,38.0,19.0,8.0,396160.41,258633.71,138097.25,52407.24,0.34750913200000005,0.453743351,0.484551754,0.0
9406,13.0,2.0,24.0,11.0,31000.0,0.202237097,5602.02,16.0,6.0,10413.34,3.0,7332.133333,2.4992016,6.0,3.0,0.0,1833.03,0.0,162.0,85.0,65.0,11.0,32946.98,11356.98,10281.0,6029.0,0.138432689,0.068415542,0.110548387,1.0
2358,135.0,2.0,29.0,63.0,22500.0,1.1657288890000002,21375.0,109.0,6.0,48888.42,1.0,4500.0,3.9110736000000004,0.0,6.0,0.0,1718.97,0.0,131.0,79.0,36.0,11.0,214577.15,139069.0,79206.7,26228.9,0.861755622,1.0301407409999999,1.173432593,0.0
