city,mar_status,age,xaccount_age,cred_limit,this_bill_rate,this_bill_mp,last_mp_days,six_bill_num,six_bill_avg_amt,six_cycle_mp_num,six_cycle_mp_avg_amt,six_bill_avg_debt_rate,six_bill_low_repay_num,epp_nbr_12m,alop_nbr_12m,epp_avg_amt_12m,alop_avg_amt_12m,consume_num_session12,consume_num_session6,consume_num_session3,consume_num_session,consume_amt_session12,consume_amt_session6,consume_amt_session3,consume_amt_session,month_avg_use_year,month_avg_use_month6,month_avg_use_month3,target
10,1,33,7,10000,0.725818,5490.85,9999,6,4609.64,0,0,0.1843856,0,2,1,231.67,416.67,45,40,5,1,53101.5,43464,16464,5900,0.758592857,0.7244,0.5488,0
122,0,29,84,12000,0.583569167,6652.69,9999,6,7181.19,0,0,0.979253182,0,0,1,0,3750,28,14,9,5,68505.04,35095.14,17117.74,6974.83,0.511231642,0.4874325,0.475492778,0
38,2,27,15,41000,0.239470976,7619.85,255,6,6707.25,0,0,0.249959627,6,1,4,1097.76,5833.33,107,65,36,9,25456.07,9349.16,8686.27,8020.9,0.072731629,0.041367965,0.070620081,1
16,2,29,12,37250,0.99966443,35375.62,9999,6,20354.8,0,0,3.489394286,0,0,0,0,0,29,11,7,4,200026.62,142435.74,87950.94,37229.5,0.620718759,0.704255822,0.820055385,0
38,0,25,15,5500,0.365818182,1909.4,9999,6,282.2,0,0,0.0664,0,0,0,0,0,4,1,1,1,8093.5,2000,2000,2000,0.165173469,0.074074074,0.133333333,0
1,2,32,9,115000,0.244157826,26915.54,9999,6,31157.99,0,0,0.9347397,1,1,0,251.58,0,835,835,424,107,191503.74,191503.74,108621.81,28636.08,0.366514335,0.366514335,0.336811814,1
95,0,48,54,21500,0.999302326,20410.58,450,6,18415.56,0,0,2.9464896,0,0,0,0,0,42,18,10,2,257935.4,128910,64450,21485,0.999749612,0.999302326,0.999224806,0
15,0,28,3,3000,0.002666667,2709.82,9999,3,3015.86,0,0,0.593283934,2,0,0,0,0,4,4,4,0,3361.9,3361.9,3361.9,0,0.373544444,0.373544444,0.373544444,0
68,2,27,22,12000,0.010525,9758.42,9999,6,8898.99,0,0,1.750620984,4,0,0,0,0,36,20,11,5,6737.45,3102.24,2863.6,126.3,0.046787847,0.043086667,0.079544444,0
0,0,32,2,6000,1.3525,4986.55,9999,2,2704.5,0,0,0.32454,0,0,0,0,0,7,7,7,6,8275,8275,8275,8115,0.689583333,0.689583333,0.689583333,0
84,0,30,23,1000,0.83147,789.9,9999,4,458.99,0,0,0.305993333,1,0,0,0,0,3,3,3,3,831.47,831.47,831.47,831.47,0.83147,0.83147,0.83147,0
38,0,35,18,2000,0.0572,526.25,9999,6,594.2,0,0,0.101862857,0,0,0,0,0,2,1,1,1,1114.4,114.4,114.4,114.4,0.046433333,0.009533333,0.019066667,0
48,0,36,9,4500,0.111111111,4182.04,9999,6,3601.21,0,0,0.720242,3,0,0,0,0,13,5,2,1,14321.9,9500,5000,500,0.35362716,0.351851852,0.37037037,0
34,2,24,7,7500,0.438666667,3125.5,9999,6,2458.57,0,0,0.1966856,0,0,0,0,0,9,8,5,2,20330,17210,10660,3290,0.423541667,0.409761905,0.473777778,0
121,0,63,88,16000,0.260070625,3952.66,9999,6,1154.03,0,0,0.039566743,0,0,0,0,0,53,53,28,13,15092.82,15092.82,6758.96,4161.13,0.078608438,0.157216875,0.140811667,0
12,0,28,16,33000,1.242024545,9202.54,9999,6,12167.79,0,0,2.433558,0,5,0,3323.32,0,386,181,101,23,261596.38,165250.75,75828.42,39653.47,0.914672657,1.116559122,0.959853418,1
42,0,26,3,3000,0,2364.45,9999,3,2668.34,0,0,0.266834,2,0,0,0,0,2,2,2,0,2899.9,2899.9,2899.9,0,0.322211111,0.322211111,0.322211111,0
71,0,29,11,6000,0.26046,1207.73,9999,6,601.23,0,0,0.0480984,0,0,0,0,0,175,109,61,6,58953.11,24235.62,12740.25,1562.76,1.267808817,0.807854,0.772136364,0
84,0,47,77,22000,0.181206818,8443.63,27,6,13728.82,1,5195.19,2.1966112,5,1,0,432.93,0,38,34,21,11,6450.08,3840.18,1659.69,735.89,0.024432121,0.029092273,0.025146818,1
39,0,34,19,15000,0,3800.53,9999,6,7804.78,0,0,0.4682868,0,0,0,0,0,8,4,1,0,77864,34988,7488,0,0.519093333,0.388755556,0.1664,0
113,0,34,23,3000,1.114756667,680.77,60,6,703.37,2,571.64,0.468913333,0,4,0,384.27,0,90,37,17,6,35790,17820,8900,2960,0.994166667,0.99,0.988888889,1
113,0,27,3,20000,0.999905,18998.01,9999,3,20945.38,0,0,2.792717333,0,0,1,0,833.33,25,25,25,6,59291.9,59291.9,59291.9,19990.1,0.988198333,0.988198333,0.988198333,1
78,0,35,22,41000,0.712260732,24620.17,263,6,25279.6,0,0,1.348245333,1,2,4,3329.73,5083.33,29,17,7,3,114726.83,79829.35,61987,25872,0.233184614,0.324509553,0.50395935,0
126,0,43,14,21000,0.327370952,6531.05,9999,6,2838.01,0,0,0.486516,0,0,0,0,0,48,41,34,12,21144.61,19615.06,16371.52,6620.38,0.111876243,0.155675079,0.259865397,0
38,2,25,7,2000,0.45,1800.68,9999,6,1939.85,0,0,0.232782,0,0,0,0,0,6,6,3,1,6560,6560,2660,900,0.546666667,0.546666667,0.443333333,0
49,2,22,7,2000,0.495,494,90,4,745.12,1,885.1,0.055884,1,1,1,73.76,83.33,11,11,2,1,1415.1,1415.1,530,500,0.1768875,0.1768875,0.088333333,1
23,0,34,9,21000,0.44047619,7600,9999,6,1939.59,0,0,0.2327508,3,1,0,1250,0,9,6,2,1,23471.7,23232.2,8019.8,8000,0.150459615,0.18438254,0.127298413,1
16,2,25,15,5500,0.549465455,1188.55,29,6,2545.09,2,1856.505,0.288123396,1,2,2,309.42,833.33,298,190,142,28,18602.93,13782.18,9858.95,2687.72,0.368374851,0.483585263,0.597512121,1
121,0,42,55,40000,0.995535,37745.61,421,6,31099.66,0,0,2.132548114,0,0,0,0,0,187,96,43,8,307945.67,205300.97,116995.97,39801.4,0.641553479,0.855420708,0.974966417,0
37,0,43,5,40000,0.17835,6777.3,9999,5,4547.24,0,0,0.657432289,0,7,0,1796.33,0,12,12,6,2,32456,32456,13265,7126,0.190917647,0.190917647,0.120590909,0
45,0,37,7,4000,0.2713,19,30,6,1169.19,3,1690.936667,0.0935352,1,4,0,520.07,0,23,22,10,0,6491.2,6414.2,3759.6,0,0.259648,0.291554545,0.3133,0
67,2,29,1,4500,0.222222222,900,9999,1,1000,0,0,0.171428571,0,0,0,0,0,1,1,1,1,1000,1000,1000,1000,0.222222222,0.222222222,0.222222222,0
1,0,32,17,38000,0.021472368,775.15,9999,6,2148.87,0,0,0.23231027,1,0,0,0,0,78,78,78,37,3334.06,3334.06,3334.06,844.15,0.043869211,0.043869211,0.043869211,0
132,2,38,91,87000,0.49325908,31518.9,302,6,31225.5,0,0,3.986234043,0,4,0,5484.56,0,84,34,16,8,295632.74,205451.82,115306,33143,0.353205185,0.393585862,0.441785441,0
36,0,28,21,120000,0.014034083,1647.25,9999,6,5583.17,0,0,0.1674951,0,0,0,0,0,310,234,133,35,140271.04,41088.99,22462.88,2114.35,0.113121806,0.064201547,0.066067294,0
49,0,28,6,2000,1.004,1884.12,9999,6,1608.43,0,0,0.1930116,0,0,0,0,0,8,8,4,1,12156,12156,8280,2000,1.013,1.013,1.38,0
26,2,25,23,3500,0.371742857,663.5,60,6,673.16,1,688.23,0.448773333,1,2,0,248.36,0,74,61,58,14,10320.56,4823.14,3808.79,1052.75,0.245727619,0.229673333,0.362741905,1
11,0,28,11,26000,0.357692308,8835,9999,6,1620,0,0,0.1296,0,0,0,0,0,2,2,1,1,11300,11300,9300,9300,0.042164179,0.072435897,0.119230769,0
20,2,25,20,24000,0.038530833,878.5,9999,6,758.56,0,0,0.13792,0,0,0,0,0,147,75,47,16,8088.89,5518.73,3663.92,924.74,0.028086424,0.038324514,0.050887778,0
30,0,50,14,10000,0.9802,9311.9,9999,6,5678.76,0,0,1.622502857,0,0,0,0,0,31,20,12,3,78808,42215,28484,9794,0.656733333,0.703583333,0.949466667,1
41,0,38,23,4000,1.125,3800,9999,6,4051.74,0,0,0.3038805,0,0,0,0,0,39,17,4,1,55008.94,26769.75,13471,4500,1.146019583,1.11540625,1.122583333,0
105,0,31,16,20000,0.03849,731.31,178,6,4839.18,0,0,0.1935672,1,1,0,1387.24,0,42,30,21,9,67599.9,25126.9,19957.5,970.8,0.28166625,0.209390833,0.332625,0
16,2,29,63,39200,0.163392857,6084.75,9999,6,663.14,0,0,0.147364444,0,0,0,0,0,50,17,14,8,21630.6,8607,7816,6405,0.045983418,0.036594388,0.066462585,0
44,0,37,7,2500,0.28936,687.23,9999,5,202,0,0,0.053866667,1,0,0,0,0,3,3,3,2,788.4,788.4,788.4,723.4,0.1752,0.1752,0.1752,0
121,2,25,9,21000,0.271719048,5420.79,9999,6,2628.58,0,0,0.525716,0,0,0,0,0,62,55,50,5,25332.86,19437.46,15240.46,5706.1,0.14814538,0.154265556,0.241912063,0
78,0,40,15,3000,1.006666667,2849.65,9999,6,2524.92,0,0,0.315615,0,0,0,0,0,31,14,7,3,31870.6,16274,7230,3020,0.885294444,0.904111111,0.803333333,0
21,0,27,6,4500,1.353964444,2307.94,9999,5,3273.44,0,0,0.1964064,0,0,3,0,416.67,8,8,6,3,17124,17124,10458,5610,0.761066667,0.761066667,0.774666667,0
62,0,26,78,88500,0.023029718,1683.62,9999,6,7909.06,0,0,0.790906,0,0,0,0,0,168,129,73,25,145272.87,60648.96,11701.68,2092.03,0.200100372,0.137525986,0.044074124,0
131,0,43,71,12500,0.12784,1515.83,9999,6,368.95,0,0,0.059032,0,0,0,0,0,4,2,1,1,4576,2597,1598,1598,0.030506667,0.034626667,0.042613333,0
112,2,32,2,20000,0.995,17910,9999,1,19900,0,0,0.670786517,0,0,0,0,0,2,2,2,2,19900,19900,19900,19900,0.995,0.995,0.995,0
62,1,37,19,33500,0.456059701,20666.52,9999,6,16902.12,0,0,1.0141272,2,0,0,0,0,4,2,1,1,97630,45270,15270,15270,0.256921053,0.225223881,0.151940299,0
121,2,30,17,72000,0.088266667,58380.82,330,6,50699.53,0,0,6.759937333,0,1,0,350,0,248,104,25,7,100534.72,55157.73,26024.36,6347.2,0.124116938,0.127679931,0.120483148,1
94,0,32,58,73000,0.012407534,87.4,206,6,2791.67,0,0,0.609091636,1,8,0,1313.75,0,243,58,6,4,75999.82,9189.28,375,92,0.086757785,0.020980091,0.001712329,0
129,2,24,8,21000,0.088684286,20.38,16,6,5938.52,2,7765.67,1.096342154,1,3,0,1840.37,0,34,30,10,1,46223.01,34793.01,19955.41,22,0.3081534,0.28994175,0.31675254,0
112,0,47,57,25000,0.49728,11810.4,9999,6,7555.24,0,0,0.448826139,0,0,0,0,0,46,29,18,3,85755.87,52886.7,30381.71,12432,0.2858529,0.352578,0.405089467,0
49,0,43,26,18000,0.334083889,5524.27,481,6,12321.98,0,0,0.9857584,0,0,0,0,0,52,36,17,5,63870.31,47982.71,21594.49,5795.2,0.29569588,0.444284352,0.399897963,0
84,0,47,3,2000,0.88365,1678.93,9999,3,1201.41,0,0,0.156705652,0,0,0,0,0,4,4,4,1,3550.23,3550.23,3550.23,1759.3,0.591705,0.591705,0.591705,0
73,0,29,2,15000,0.993066667,13406.4,9999,1,14896,0,0,0.754227848,0,0,0,0,0,1,1,1,1,14896,14896,14896,14896,0.993066667,0.993066667,0.993066667,0
84,2,29,4,21000,0.257339048,3787.24,11,3,8175.8,2,6276.75,1.196458537,2,2,0,1046.13,0,5,5,5,2,12000,12000,12000,4334,0.235294118,0.235294118,0.235294118,1
129,2,28,14,6500,0.999692308,6173.1,9999,6,5329.06,0,0,0.799359,0,0,0,0,0,26,17,9,3,46914,40958,19558,6490,0.6702,1.077842105,1.002974359,0
51,2,27,5,15000,0.209212667,7256.57,9999,5,6629.81,0,0,0.3314905,3,2,1,659.25,250,15,15,6,1,21088.26,21088.26,4604.8,1218,0.2811768,0.2811768,0.102328889,0
131,0,28,5,4500,1.001777778,4205.65,9999,5,4385.2,0,0,0.65778,0,0,0,0,0,16,16,9,2,22805,22805,13840,4500,1.013555556,1.013555556,1.025185185,0
125,2,29,1,50000,0.0602,2709,9999,1,3010,0,0,0.3612,0,0,0,0,0,11,11,11,11,3010,3010,3010,3010,0.0602,0.0602,0.0602,1
135,0,35,19,41500,0.150242892,37755.11,347,6,34450.64,0,0,3.474014118,5,1,1,1707.09,8333.33,19,8,3,1,70600,24100,10900,4500,0.15117773,0.096787149,0.087550201,1
20,0,34,15,30000,0.30138,17672.45,9999,6,14654.1,0,0,2.144502439,6,0,0,0,0,29,11,7,1,8631.28,4079.81,3026.4,36,0.029763034,0.023998882,0.033626667,0
137,0,27,15,30000,0.063375667,4426.44,91,6,6735.22,1,7066.45,1.347044,4,4,1,2007.09,833.33,28,22,9,3,30445.84,17942.21,9978.5,911.5,0.089546588,0.099678944,0.110872222,0
28,0,31,67,70500,0.178879858,58184.85,346,6,57857.97,0,0,13.09991774,2,5,3,3331.28,4500,49,18,9,1,282634.86,186436.8,76336.8,8499,0.334083759,0.440748936,0.360930496,0
21,0,40,7,5500,0.906909091,4729.1,9999,6,4027.67,0,0,0.2416602,0,0,0,0,0,6,6,3,1,24198,24198,14984,4988,0.780580645,0.780580645,0.908121212,0
38,0,40,10,8000,0.99875,7590.5,9999,6,6806.08,0,0,0.710199652,1,0,0,0,0,13,9,5,3,63680,32834,16320,7990,0.796,0.684041667,0.68,0
0,0,29,10,20500,0.87795122,17092.4,9999,6,12278,0,0,3.134808511,0,0,0,0,0,11,7,4,1,118978,85986,53992,17998,0.829114983,0.778153846,0.955610619,0
88,0,27,15,7500,0.944133333,6631.7,9999,6,6217.1,0,0,0.746052,0,0,0,0,0,13,9,6,3,64268,43418,20953,7073,0.918114286,0.943869565,0.931244444,0
74,0,32,3,8000,0.831375,6317.71,9999,3,5345.29,0,0,0.2138116,0,0,0,0,0,55,55,55,2,24044.1,24044.1,24044.1,6643,1.0018375,1.0018375,1.0018375,0
121,2,29,55,55500,0.189457658,9478.42,78,6,27276.34,1,3000,1.467785112,0,1,0,250,0,91,41,16,4,277855.09,148369.72,58455.4,10014.9,0.417199835,0.445554715,0.351083483,0
46,2,31,5,28000,0.142857143,3800,9999,3,1379.67,0,0,0.1655604,0,0,0,0,0,2,2,2,1,4139,4139,4139,4000,0.054460526,0.054460526,0.054460526,0
0,0,38,3,20000,0.6104,11597.6,9999,3,7790.04,0,0,1.8696096,0,0,0,0,0,14,14,14,7,23355.11,23355.11,23355.11,12200,0.389251833,0.389251833,0.389251833,1
106,0,42,5,10000,0.9203,8734.3,9999,5,8342.6,0,0,0.2002224,0,0,0,0,0,13,13,11,5,43945,43945,25945,9195,0.8789,0.8789,0.864833333,0
16,0,38,10,40000,0,13015,9999,6,11177.91,0,0,0.8942328,0,0,0,0,0,37,16,2,0,101986.42,64033.17,20383,0,0.275638973,0.266804875,0.169858333,0
46,2,23,5,2000,0.045605,1798.83,9999,5,1786.47,0,0,0.24087236,2,0,0,0,0,55,55,20,5,2319.12,2319.12,440.47,83.21,0.231912,0.231912,0.073411667,0
17,2,22,7,15000,0.121078667,1045.04,11,6,2868.08,2,7491.6,0.183068936,2,2,2,1248.6,1333.33,38,36,12,6,20420.67,16832.67,3400.3,1340.3,0.194482571,0.187029667,0.075562222,1
22,0,39,18,8000,1,7505.51,9999,6,6771.89,0,0,2.53945875,0,0,0,0,0,58,33,17,5,88081.7,48000,24000,8000,0.917517708,1,1,0
18,0,42,77,50000,0.1883674,8947,344,6,22781.55,0,0,1.822524,0,1,0,3958.27,0,75,51,41,8,265145.25,163177,103076.5,9394.37,0.44190875,0.543923333,0.687176667,0
52,2,23,6,4500,0.082722222,368.79,9999,6,665.6,0,0,0.064936585,4,0,2,0,250,14,14,9,7,579.83,579.83,458.3,109.8,0.027610952,0.027610952,0.038191667,0
23,0,27,27,6000,0.838333333,4579.09,9999,6,9782.3,0,0,2.551904348,3,0,3,0,5000,56,12,5,1,8050.77,5263.2,5078.89,5030,0.11181625,0.1462,0.282160556,1
18,0,33,15,15000,0.053333333,14230.24,9999,6,12543.32,0,0,3.420905455,3,0,0,0,0,74,17,4,1,99680.4,38075.3,9600,800,0.55378,0.423058889,0.213333333,0
112,0,34,7,21000,0.252699048,5041.35,9999,6,3436.89,0,0,0.4124268,0,0,0,0,0,48,47,28,8,24065.59,24064.59,9289.49,5313.01,0.186554961,0.211092895,0.147452222,0
74,0,43,1,20000,0.96825,17428.5,9999,1,19365,0,0,1.5492,0,0,0,0,0,3,3,3,3,19365,19365,19365,19365,0.96825,0.96825,0.96825,1
26,2,22,6,7000,0.594214286,6323.2,9999,6,1997.76,0,0,0.266368,0,0,0,0,0,95,95,75,27,13390.86,13390.86,10197.23,4072.84,0.38814087,0.38814087,0.485582381,0
118,0,31,19,45000,0.551088889,23518.2,9999,6,21973.4,0,0,6.59202,0,0,0,0,0,43,14,9,4,336929.67,153221,81001,24799,0.623943833,0.567485185,0.600007407,0
19,2,30,58,16000,0.98875,15028.46,1065,6,13629.21,0,0,2.772042712,0,0,0,0,0,34,21,6,2,153536.99,93830.99,47500,15820,0.799671823,0.977406146,0.989583333,0
19,0,32,2,50000,0.9936,44712,9999,1,49680,0,0,3.9744,0,0,0,0,0,2,2,2,2,49680,49680,49680,49680,0.9936,0.9936,0.9936,0
88,0,26,21,6500,0.259969231,6063.2,9999,6,5846.12,0,0,2.338448,2,0,0,0,0,40,15,5,3,15953.35,4824.78,1707.6,1669.8,0.204530128,0.123712308,0.087569231,0
131,0,32,24,100000,0.078546,7452.77,9999,6,15102.9,0,0,0.906174,0,1,0,16.83,0,26,19,16,12,180198.43,106025.13,70327.52,8107.1,0.199998257,0.197072732,0.247196907,1
68,0,38,70,61500,0.61495935,35922.85,1057,6,24407.53,0,0,0.874299582,0,0,0,0,0,57,16,7,2,352023.34,169324.85,88297,37820,0.476996396,0.458874932,0.478574526,0
46,2,45,9,8000,0.865625,6578.42,9999,6,5909.07,0,0,0.4727256,0,0,0,0,0,175,112,48,16,65218.93,43562.84,21510.84,7123.99,0.905818472,0.907559167,0.896285,0
36,2,23,17,8750,0.342857143,2850,9999,3,2733.5,0,0,0.65604,0,0,0,0,0,1,1,1,0,5100,5100,5100,0,0.206060606,0.206060606,0.206060606,0
17,2,29,84,5500,0.060545455,5225,9999,6,4844.8,0,0,1.162752,6,0,0,0,0,40,11,5,1,3851.54,1843.76,1009.3,321,0.058356667,0.055871515,0.061169697,0
5,2,31,1,8000,0.52095875,3219.3,9999,1,4245.31,0,0,0.795995625,0,1,0,295.33,0,4,4,4,4,7121,7121,7121,7121,0.890125,0.890125,0.890125,0
113,0,26,23,5500,1.098563636,2699.99,9999,6,837.92,0,0,0.335168,0,0,0,0,0,43,25,14,14,21746.27,14806.97,6042.1,6042.1,0.391824685,0.47006254,0.366187879,0
57,2,31,10,11000,0.08025,397.1,9999,6,1474.4,0,0,0.491466667,1,0,2,0,2666.67,80,71,11,4,7707.07,6524.93,1274.34,410,0.076307624,0.098862576,0.038616364,0
52,0,31,5,12000,1.036616667,11152.43,9999,2,11367.2,0,0,0.424942056,0,0,0,0,0,12,12,12,10,23426.4,23426.4,23426.4,12431.4,0.9761,0.9761,0.9761,0
112,2,30,23,4000,0.772,2933.6,476,6,1519.54,0,0,1.013026667,0,0,0,0,0,88,70,53,3,28675.54,10684.69,6143.79,3132.2,0.682750952,0.445195417,0.5119825,0
16,1,48,6,10000,0.86905,7524.81,9999,6,6539.65,0,0,1.30793,0,0,0,0,0,7,7,1,1,25747.7,25747.7,8500,8500,0.429128333,0.429128333,0.283333333,0
132,2,27,57,49000,0.312,41803.48,1197,6,24461.97,0,0,2.668578545,6,0,0,0,0,12,9,4,2,50588,39388,22788,15288,0.099582677,0.143751825,0.155020408,1
16,0,31,15,60000,0.302767667,17244.57,82,6,17845.1,1,12300,0.432608485,0,1,0,1025,0,476,269,217,97,220411.95,119257.71,82150.05,18160.06,0.306127708,0.331271417,0.456389167,0
1,0,35,56,45000,0.037291111,1594.19,9999,6,8526.47,0,0,0.705638897,0,0,0,0,0,57,27,13,5,95103.94,59685.26,30278.55,1678.1,0.176118407,0.221056519,0.224285556,0
24,0,31,23,9000,0.890333333,7612.35,9999,6,9169.12,0,0,2.115950769,0,0,0,0,0,62,34,8,3,100405.76,53036.91,26488,7993,0.929682963,0.982165,0.981037037,0
114,2,25,11,2000,0.31415,596.88,9999,6,841.17,0,0,0.252351,0,1,0,166.5,0,79,40,13,4,13857.98,6142.98,2716.3,628.3,0.629908182,0.511915,0.452716667,0
96,2,31,5,50000,0.053,19528.33,9999,5,13274,0,0,0.79644,2,0,0,0,0,9,9,3,1,29822.57,29822.57,23776,2650,0.126904553,0.126904553,0.163972414,0
121,0,52,21,44000,0.016691818,1312.89,9999,6,18197.03,0,0,2.568992471,0,1,0,1250,0,124,69,55,12,220285.05,112499.23,46337.42,1358.44,0.442339458,0.426133447,0.351041061,0
36,0,29,8,3000,1,2850,9999,6,2571.43,0,0,0.505855082,0,0,0,0,0,18,12,6,2,25000,19000,9000,3000,1.041666667,1.055555556,1,0
68,0,40,7,8000,0.4180625,1920.9,119,6,2446.22,2,3967.5,0.255257739,2,2,0,661.25,0,13,12,5,2,11008.89,10900.49,2757.49,2022,0.196587321,0.227093542,0.114895417,1
131,0,37,82,57000,0.081157544,3569.79,9999,6,2959.5,0,0,0.623052632,0,0,0,0,0,232,151,88,34,109855.01,38114,31955.4,2928.18,0.16060674,0.111444444,0.186873684,0
17,0,36,61,53000,0.012867736,647.89,9999,6,4473.24,0,0,0.3578592,0,0,0,0,0,95,45,23,8,57914.52,31324.48,24486.19,681.99,0.091060566,0.098504654,0.154001195,0
63,2,33,21,5500,0.155303636,811.46,9999,6,507.98,0,0,0.338653333,0,0,0,0,0,83,32,21,9,11254.48,3914.99,2461.2,854.17,0.192384274,0.118636061,0.149163636,0
46,2,23,5,20000,0.3321235,4277.02,16,4,5343.54,3,1787.77,1.603062,0,5,2,497.63,916.67,61,61,50,22,8001.08,8001.08,6970.08,1774.13,0.1000135,0.1000135,0.116168,1
21,2,38,22,15000,0.739928,9697.97,211,6,6307.97,0,0,1.892391,0,4,0,1840.28,0,121,52,21,5,152051.78,64883.87,29477.66,10571.64,0.844732111,0.720931889,0.655059111,0
57,0,43,1,20000,0.51775,9319.5,9999,1,10355,0,0,0.6213,0,0,0,0,0,3,3,3,3,10355,10355,10355,10355,0.51775,0.51775,0.51775,1
92,2,29,12,16000,1.1,15200,9999,6,17107.77,0,0,1.25946773,0,0,2,0,4083.33,123,79,57,17,165681.83,106468.03,50302.35,17592,0.862926198,1.109041979,1.047965625,1
85,0,55,21,50000,0.0845106,787.01,205,6,16531.48,0,0,0.52900736,4,1,0,4141.92,0,12,4,2,1,228498,12958,10680,880,0.38083,0.043193333,0.0712,0
95,2,22,7,25000,0.8,18953.45,9999,6,9411.86,0,0,2.2588464,0,0,0,0,0,9,8,5,2,72180,66180,47800,20000,0.497793103,0.509076923,0.637333333,1
1,0,39,94,102500,0.076735512,18.37,261,6,16049.14,0,0,1.481459077,6,3,0,11384.86,0,23,3,2,0,280476.87,51196,50500,0,0.228029976,0.083245528,0.164227642,0
132,0,29,8,25000,0.68046,15447.57,9999,6,18059.16,0,0,5.417748,0,1,0,750,0,66,59,31,18,158695.3,134575.1,61975.1,16268.8,0.906830286,0.897167333,0.826334667,0
133,0,41,11,9000,0.429777778,2724.6,9999,6,4350.68,0,0,1.305204,0,2,0,431.67,0,23,14,10,7,61150,35760,18500,9040,0.89270073,0.812727273,0.755102041,0
57,2,29,25,3000,0,2205.26,9999,6,2749.67,0,0,1.833113333,0,0,0,0,0,31,2,0,0,39318.16,3600,0,0,1.092171111,0.2,0,0
1,2,32,61,16500,0,932.67,1338,6,1430.59,0,0,0.199617209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,27,7,2000,0.00641,1642.67,9999,6,1426.89,0,0,0.0428067,2,0,0,0,0,40,40,10,1,5188.58,5188.58,1904.22,12.82,0.432381667,0.432381667,0.31737,0
135,0,37,2,20000,1.0005745,19000,9999,2,10144.53,0,0,1.739062286,0,0,0,0,0,7,7,7,4,20289.05,20289.05,20289.05,20011.49,0.50722625,0.50722625,0.50722625,0
112,2,25,9,20000,0.300072,3532.76,9999,6,5185.84,0,0,0.715288276,0,1,0,1141.25,0,100,64,33,17,85824.36,47511.73,13337.84,3710.94,0.476802,0.395931083,0.222297333,1
121,0,31,5,20000,0.0688605,0,16,5,3906.24,1,16526.48,1.736106667,2,1,0,1377.21,0,4,4,2,0,17990.3,17990.3,17400,0,0.179903,0.179903,0.29,0
131,0,36,19,21000,0.951828571,18038.5,9999,6,14730.76,0,0,0.2946152,0,19,0,1074.04,0,38,36,11,10,132351.91,102951.91,39828.4,19968.4,0.802132788,0.857932583,0.632196825,0
6,0,30,7,2000,0.76755,1458.34,9999,6,1157.95,0,0,0.252643636,1,1,0,37.01,0,23,19,10,2,14680.16,13171.3,7719.1,1535.1,1.048582857,1.097608333,1.286516667,0
101,2,26,8,16500,0.298926061,4719.5,99,6,3882.86,1,4083.79,1.01292,3,1,0,340.32,0,25,21,10,7,5391.52,3639.02,1323.73,991.8,0.070477386,0.05312438,0.034382597,0
2,2,30,17,7000,0.059695714,7.6,30,6,1447.11,2,3513.235,0.434133,3,2,0,585.54,0,13,3,1,0,7345.87,7099,2100,0,0.118481774,0.16902381,0.1,0
92,0,35,10,43000,0.213790698,39814.01,220,6,28807.3,0,0,1.975357714,1,1,0,3399.53,0,33,21,12,3,165757.84,111262.64,54554.14,9185,0.385483349,0.431250543,0.42290031,0
16,0,40,95,93000,0,0,1186,6,5313.45,0,0,0.39850875,6,0,2,0,4166.67,0,0,0,0,0,0,0,0,0,0,0,0
103,0,35,14,26000,0.307615385,7598.1,9999,6,11140.43,0,0,1.285434231,0,0,0,0,0,17,8,4,1,171867,77983,34998,7998,0.550855769,0.499891026,0.448692308,0
110,0,37,56,153000,0.26913268,32089.95,19,6,62931.44,2,16000,4.661588148,0,11,0,5305.08,0,256,141,83,35,684618.19,382122.63,160491.26,33764.08,0.394820179,0.416255588,0.349654161,0
17,1,54,97,17500,0.818345143,12363.74,286,6,5670.16,0,0,1.3608384,2,1,0,1301.05,0,7,4,2,1,64700,27400,13400,5000,0.308095238,0.260952381,0.255238095,0
46,2,29,11,8000,1.00273375,7595.79,9999,6,5128.69,0,0,0.539862105,1,1,0,537.21,0,98,70,36,17,63266.57,31591.88,11896.49,8013.87,0.718938295,0.658164167,0.495687083,1
59,0,35,23,18000,0.337178889,2275.05,74,6,9549.31,2,8720.685,0.424413778,1,3,0,1834.61,0,27,15,7,2,162205.1,60880.1,10996.55,6974,0.750949537,0.56370463,0.203639815,0
49,0,35,7,50000,0.526,24985,9999,6,20892.29,0,0,1.519439273,0,0,0,0,0,24,18,8,2,195961,146246,75850,26300,0.559888571,0.487486667,0.505666667,0
86,0,36,9,10000,0.099868,19,45,6,1413.33,1,3344,0.2119995,5,4,0,1089.94,0,11,4,1,0,13645.17,4245.17,3500,0,0.151613,0.070752833,0.116666667,0
1,1,48,126,3500,0.238285714,1087.03,9999,6,-534.89,0,0,-0.116703273,0,0,0,0,0,12,6,3,1,3476,1785,923,438,0.022,0.0357,0.087904762,0
84,2,29,67,26000,0.313369231,23756.43,272,6,21640.32,0,0,1.675379613,5,4,0,452.29,0,96,44,4,1,18888.45,6801.07,71.39,29.5,0.060539904,0.043596603,0.000915256,0
